1 	 -0.0 	 0.180 	 21
2 	 -0.0 	 0.120 	 29
3 	 1.0 	 0.060 	 25
4 	 -0.0 	 0.120 	 26
5 	 -0.0 	 0.050 	 27
6 	 -0.0 	 0.120 	 35
7 	 -0.0 	 0.020 	 31
8 	 -0.0 	 0.160 	 25
9 	 -0.0 	 0.160 	 22
10 	 -0.0 	 0.200 	 24
11 	 -0.0 	 0.140 	 34
12 	 -0.0 	 0.130 	 26
13 	 -0.0 	 0.100 	 29
14 	 0.0 	 0.010 	 32
15 	 1.0 	 0.080 	 23
16 	 -0.0 	 0.050 	 28
17 	 -0.0 	 0.180 	 26
18 	 0.0 	 0.070 	 31
19 	 -0.0 	 0.170 	 24
20 	 0.0 	 0.180 	 35
21 	 0.0 	 0.070 	 36
22 	 -0.0 	 0.130 	 29
23 	 -0.0 	 0.150 	 32
24 	 1.0 	 0.050 	 28
25 	 -0.0 	 0.160 	 27
26 	 0.0 	 0.120 	 33
27 	 -0.0 	 0.160 	 24
28 	 1.0 	 0.030 	 26
29 	 -0.0 	 0.010 	 32
30 	 1.0 	 0.130 	 24
31 	 -0.0 	 0.050 	 27
32 	 -0.0 	 0.030 	 30
33 	 -0.0 	 0.170 	 32
34 	 -0.0 	 0.010 	 21
35 	 1.0 	 0.070 	 21
36 	 1.0 	 0.150 	 25
37 	 0.0 	 0.110 	 36
38 	 -0.0 	 0.190 	 21
39 	 0.0 	 0.170 	 34
40 	 1.0 	 0.180 	 25
41 	 -0.0 	 0.170 	 29
42 	 1.0 	 0.120 	 22
43 	 0.0 	 0.040 	 35
44 	 -0.0 	 0.170 	 26
45 	 1.0 	 0.100 	 23
46 	 0.0 	 0.070 	 36
47 	 0.0 	 0.120 	 34
48 	 -0.0 	 0.080 	 33
49 	 -0.0 	 0.170 	 34
50 	 -0.0 	 0.080 	 30
51 	 1.0 	 0.120 	 23
52 	 -0.0 	 0.120 	 34
53 	 0.0 	 0.130 	 34
54 	 -0.0 	 0.180 	 24
55 	 0.0 	 0.160 	 36
56 	 -0.0 	 0.140 	 34
57 	 -0.0 	 0.090 	 28
58 	 -0.0 	 0.180 	 36
59 	 1.0 	 0.030 	 27
60 	 0.0 	 0.100 	 31
61 	 -0.0 	 0.200 	 27
62 	 1.0 	 0.090 	 23
63 	 1.0 	 0.010 	 26
64 	 0.0 	 0.030 	 26
65 	 -0.0 	 0.180 	 36
66 	 0.0 	 0.120 	 29
67 	 -0.0 	 0.100 	 35
68 	 -0.0 	 0.130 	 26
69 	 1.0 	 0.170 	 24
70 	 1.0 	 0.060 	 25
71 	 0.0 	 0.010 	 36
72 	 -0.0 	 0.200 	 31
73 	 -0.0 	 0.130 	 27
74 	 -0.0 	 0.100 	 21
75 	 -0.0 	 0.010 	 22
76 	 -0.0 	 0.100 	 35
77 	 -0.0 	 0.050 	 26
78 	 -0.0 	 0.140 	 36
79 	 -0.0 	 0.170 	 22
80 	 -0.0 	 0.080 	 29
81 	 -0.0 	 0.080 	 33
82 	 0.0 	 0.170 	 32
83 	 0.0 	 0.150 	 36
84 	 -0.0 	 0.050 	 22
85 	 -0.0 	 0.120 	 24
86 	 0.0 	 0.050 	 31
87 	 -0.0 	 0.130 	 29
88 	 0.0 	 0.070 	 35
89 	 -0.0 	 0.180 	 30
90 	 0.0 	 0.010 	 32
91 	 -0.0 	 0.060 	 30
92 	 0.0 	 0.110 	 35
93 	 0.0 	 0.010 	 30
94 	 -0.0 	 0.170 	 27
95 	 1.0 	 0.020 	 22
96 	 0.0 	 0.030 	 33
97 	 -0.0 	 0.090 	 31
98 	 0.0 	 0.190 	 31
99 	 0.0 	 0.050 	 21
100 	 1.0 	 0.150 	 24
101 	 -0.0 	 0.040 	 23
102 	 1.0 	 0.180 	 26
103 	 0.0 	 0.120 	 26
104 	 1.0 	 0.030 	 21
105 	 -0.0 	 0.120 	 24
106 	 -0.0 	 0.140 	 24
107 	 0.0 	 0.080 	 33
108 	 -0.0 	 0.060 	 29
109 	 -0.0 	 0.080 	 36
110 	 1.0 	 0.190 	 25
111 	 -0.0 	 0.200 	 25
112 	 -0.0 	 0.090 	 26
113 	 -0.0 	 0.050 	 32
114 	 -0.0 	 0.170 	 29
115 	 -0.0 	 0.080 	 23
116 	 -0.0 	 0.020 	 32
117 	 0.0 	 0.110 	 29
118 	 -0.0 	 0.150 	 22
119 	 0.0 	 0.060 	 30
120 	 -0.0 	 0.200 	 22
121 	 1.0 	 0.010 	 23
122 	 -0.0 	 0.180 	 24
123 	 -0.0 	 0.200 	 25
124 	 1.0 	 0.190 	 22
125 	 0.0 	 0.080 	 27
126 	 -0.0 	 0.060 	 31
127 	 0.0 	 0.040 	 33
128 	 1.0 	 0.010 	 27
129 	 1.0 	 0.030 	 28
130 	 -0.0 	 0.030 	 35
131 	 0.0 	 0.100 	 32
132 	 -0.0 	 0.190 	 25
133 	 -0.0 	 0.200 	 36
134 	 -0.0 	 0.140 	 26
135 	 -0.0 	 0.160 	 24
136 	 -0.0 	 0.180 	 25
137 	 1.0 	 0.070 	 23
138 	 1.0 	 0.190 	 21
139 	 0.0 	 0.100 	 31
140 	 -0.0 	 0.100 	 22
141 	 0.0 	 0.030 	 33
142 	 1.0 	 0.140 	 22
143 	 0.0 	 0.050 	 30
144 	 -0.0 	 0.130 	 30
145 	 -0.0 	 0.070 	 25
146 	 -0.0 	 0.130 	 21
147 	 -0.0 	 0.050 	 23
148 	 0.0 	 0.010 	 36
149 	 0.0 	 0.080 	 35
150 	 -0.0 	 0.090 	 25
151 	 1.0 	 0.090 	 27
152 	 0.0 	 0.140 	 33
153 	 1.0 	 0.060 	 24
154 	 -0.0 	 0.030 	 31
155 	 -0.0 	 0.130 	 28
156 	 1.0 	 0.130 	 21
157 	 -0.0 	 0.080 	 29
158 	 -0.0 	 0.040 	 33
159 	 -0.0 	 0.020 	 32
160 	 -0.0 	 0.170 	 26
161 	 -0.0 	 0.200 	 24
162 	 -0.0 	 0.090 	 32
163 	 -0.0 	 0.080 	 34
164 	 -0.0 	 0.090 	 33
165 	 1.0 	 0.190 	 29
166 	 -0.0 	 0.140 	 35
167 	 -0.0 	 0.140 	 33
168 	 -0.0 	 0.010 	 30
169 	 -0.0 	 0.130 	 23
170 	 -0.0 	 0.150 	 29
171 	 0.0 	 0.030 	 31
172 	 -0.0 	 0.140 	 33
173 	 0.0 	 0.080 	 34
174 	 1.0 	 0.190 	 21
175 	 -0.0 	 0.060 	 26
176 	 -0.0 	 0.090 	 22
177 	 -0.0 	 0.020 	 24
178 	 -0.0 	 0.140 	 29
179 	 1.0 	 0.170 	 22
180 	 1.0 	 0.150 	 21
181 	 -0.0 	 0.010 	 29
182 	 -0.0 	 0.110 	 34
183 	 -0.0 	 0.070 	 27
184 	 -0.0 	 0.080 	 35
185 	 -0.0 	 0.110 	 31
186 	 -0.0 	 0.200 	 29
187 	 0.0 	 0.170 	 32
188 	 0.0 	 0.090 	 27
189 	 -0.0 	 0.170 	 34
190 	 1.0 	 0.090 	 24
191 	 0.0 	 0.100 	 31
192 	 -0.0 	 0.180 	 27
193 	 -0.0 	 0.020 	 32
194 	 -0.0 	 0.080 	 31
195 	 -0.0 	 0.140 	 30
196 	 -0.0 	 0.040 	 28
197 	 0.0 	 0.040 	 26
198 	 -0.0 	 0.150 	 23
199 	 -0.0 	 0.080 	 36
200 	 0.0 	 0.040 	 30
201 	 0.0 	 0.060 	 31
202 	 -0.0 	 0.150 	 27
203 	 0.0 	 0.070 	 30
204 	 -0.0 	 0.120 	 15
205 	 -0.0 	 0.170 	 24
206 	 -0.0 	 0.160 	 26
207 	 -0.0 	 0.150 	 17
208 	 1.0 	 0.020 	 11
209 	 0.0 	 0.080 	 29
210 	 0.0 	 0.020 	 31
211 	 -0.0 	 0.030 	 20
212 	 -0.0 	 0.060 	 21
213 	 0.0 	 0.140 	 32
214 	 -0.0 	 0.070 	 22
215 	 1.0 	 0.050 	 12
216 	 1.0 	 0.060 	 10
217 	 0.0 	 0.050 	 27
218 	 -0.0 	 0.180 	 33
219 	 -0.0 	 0.120 	 35
220 	 1.0 	 0.190 	 9
221 	 -0.0 	 0.090 	 29
222 	 -0.0 	 0.020 	 26
223 	 -0.0 	 0.140 	 20
224 	 -0.0 	 0.180 	 13
225 	 -0.0 	 0.140 	 29
226 	 -0.0 	 0.090 	 25
227 	 -0.0 	 0.030 	 14
228 	 1.0 	 0.190 	 14
229 	 1.0 	 0.030 	 18
230 	 0.0 	 0.110 	 21
231 	 0.0 	 0.040 	 29
232 	 -0.0 	 0.060 	 14
233 	 0.0 	 0.150 	 30
234 	 0.0 	 0.030 	 35
235 	 1.0 	 0.150 	 12
236 	 0.0 	 0.030 	 27
237 	 0.0 	 0.060 	 27
238 	 -0.0 	 0.170 	 33
239 	 -0.0 	 0.040 	 17
240 	 1.0 	 0.120 	 14
241 	 0.0 	 0.030 	 23
242 	 0.0 	 0.160 	 24
243 	 -0.0 	 0.180 	 33
244 	 0.0 	 0.140 	 32
245 	 1.0 	 0.150 	 16
246 	 0.0 	 0.080 	 33
247 	 -0.0 	 0.130 	 16
248 	 0.0 	 0.070 	 33
249 	 -0.0 	 0.120 	 27
250 	 -0.0 	 0.010 	 25
251 	 1.0 	 0.050 	 21
252 	 0.0 	 0.080 	 25
253 	 -0.0 	 0.100 	 19
254 	 1.0 	 0.110 	 11
255 	 1.0 	 0.180 	 13
256 	 0.0 	 0.130 	 28
257 	 -0.0 	 0.100 	 26
258 	 1.0 	 0.010 	 12
259 	 -0.0 	 0.070 	 32
260 	 -0.0 	 0.120 	 29
261 	 0.0 	 0.070 	 31
262 	 0.0 	 0.130 	 34
263 	 -0.0 	 0.120 	 14
264 	 0.0 	 0.020 	 28
265 	 1.0 	 0.110 	 9
266 	 -0.0 	 0.090 	 17
267 	 0.0 	 0.100 	 22
268 	 -0.0 	 0.010 	 34
269 	 0.0 	 0.130 	 28
270 	 1.0 	 0.040 	 10
271 	 1.0 	 0.140 	 12
272 	 1.0 	 0.120 	 16
273 	 1.0 	 0.150 	 10
274 	 -0.0 	 0.120 	 15
275 	 -0.0 	 0.140 	 24
276 	 1.0 	 0.200 	 11
277 	 0.0 	 0.130 	 35
278 	 1.0 	 0.020 	 9
279 	 0.0 	 0.200 	 33
280 	 0.0 	 0.040 	 24
