1 	 -0.0 	 0.170 	 24
2 	 -0.0 	 0.030 	 27
3 	 -0.0 	 0.190 	 32
4 	 -0.0 	 0.200 	 21
5 	 -0.0 	 0.200 	 35
6 	 -0.0 	 0.080 	 25
7 	 -0.0 	 0.170 	 31
8 	 -0.0 	 0.070 	 27
9 	 -0.0 	 0.190 	 24
10 	 -0.0 	 0.080 	 30
11 	 -0.0 	 0.170 	 21
12 	 -0.0 	 0.010 	 36
13 	 -0.0 	 0.040 	 33
14 	 -0.0 	 0.040 	 36
15 	 1.0 	 0.110 	 21
16 	 1.0 	 0.110 	 26
17 	 -0.0 	 0.130 	 24
18 	 -0.0 	 0.130 	 32
19 	 1.0 	 0.070 	 22
20 	 -0.0 	 0.170 	 22
21 	 1.0 	 0.030 	 21
22 	 -0.0 	 0.040 	 32
23 	 -0.0 	 0.040 	 33
24 	 1.0 	 0.090 	 26
25 	 -0.0 	 0.140 	 30
26 	 1.0 	 0.050 	 24
27 	 -0.0 	 0.140 	 26
28 	 1.0 	 0.060 	 23
29 	 -0.0 	 0.090 	 25
30 	 1.0 	 0.040 	 23
31 	 1.0 	 0.200 	 21
32 	 -0.0 	 0.150 	 36
33 	 1.0 	 0.100 	 23
34 	 -0.0 	 0.130 	 26
35 	 -0.0 	 0.190 	 31
36 	 -0.0 	 0.140 	 35
37 	 1.0 	 0.130 	 22
38 	 0.0 	 0.010 	 30
39 	 -0.0 	 0.080 	 27
40 	 -0.0 	 0.140 	 34
41 	 -0.0 	 0.150 	 27
42 	 -0.0 	 0.090 	 21
43 	 1.0 	 0.040 	 23
44 	 -0.0 	 0.150 	 31
45 	 -0.0 	 0.010 	 25
46 	 -0.0 	 0.200 	 34
47 	 -0.0 	 0.200 	 28
48 	 -0.0 	 0.150 	 29
49 	 -0.0 	 0.080 	 28
50 	 -0.0 	 0.070 	 21
51 	 -0.0 	 0.010 	 23
52 	 -0.0 	 0.160 	 34
53 	 -0.0 	 0.030 	 33
54 	 -0.0 	 0.060 	 31
55 	 -0.0 	 0.150 	 26
56 	 -0.0 	 0.150 	 34
57 	 -0.0 	 0.080 	 27
58 	 -0.0 	 0.130 	 25
59 	 -0.0 	 0.080 	 34
60 	 1.0 	 0.150 	 21
61 	 -0.0 	 0.190 	 31
62 	 -0.0 	 0.050 	 33
63 	 -0.0 	 0.030 	 31
64 	 -0.0 	 0.060 	 27
65 	 -0.0 	 0.140 	 24
66 	 -0.0 	 0.150 	 33
67 	 -0.0 	 0.040 	 32
68 	 -0.0 	 0.050 	 25
69 	 -0.0 	 0.130 	 34
70 	 -0.0 	 0.020 	 26
71 	 -0.0 	 0.150 	 26
72 	 -0.0 	 0.040 	 30
73 	 -0.0 	 0.140 	 27
74 	 1.0 	 0.180 	 24
75 	 -0.0 	 0.150 	 22
76 	 -0.0 	 0.180 	 28
77 	 1.0 	 0.150 	 26
78 	 -0.0 	 0.160 	 36
79 	 1.0 	 0.100 	 22
80 	 -0.0 	 0.120 	 28
81 	 1.0 	 0.140 	 24
82 	 -0.0 	 0.060 	 25
83 	 0.0 	 0.110 	 33
84 	 -0.0 	 0.090 	 26
85 	 1.0 	 0.190 	 25
86 	 -0.0 	 0.020 	 28
87 	 1.0 	 0.140 	 27
88 	 -0.0 	 0.130 	 30
89 	 -0.0 	 0.180 	 23
90 	 -0.0 	 0.150 	 30
91 	 -0.0 	 0.170 	 32
92 	 -0.0 	 0.090 	 34
93 	 -0.0 	 0.180 	 33
94 	 -0.0 	 0.060 	 33
95 	 -0.0 	 0.060 	 28
96 	 -0.0 	 0.070 	 35
97 	 -0.0 	 0.160 	 25
98 	 -0.0 	 0.180 	 26
99 	 -0.0 	 0.140 	 29
100 	 -0.0 	 0.070 	 34
101 	 1.0 	 0.070 	 22
102 	 1.0 	 0.110 	 21
103 	 -0.0 	 0.120 	 27
104 	 -0.0 	 0.100 	 25
105 	 0.0 	 0.060 	 29
106 	 -0.0 	 0.080 	 28
107 	 -0.0 	 0.040 	 27
108 	 -0.0 	 0.010 	 25
109 	 1.0 	 0.100 	 24
110 	 -0.0 	 0.090 	 29
111 	 -0.0 	 0.130 	 29
112 	 -0.0 	 0.050 	 27
113 	 -0.0 	 0.120 	 36
114 	 -0.0 	 0.040 	 32
115 	 -0.0 	 0.100 	 25
116 	 -0.0 	 0.040 	 34
117 	 1.0 	 0.180 	 22
118 	 -0.0 	 0.170 	 25
119 	 -0.0 	 0.160 	 29
120 	 0.0 	 0.040 	 30
121 	 -0.0 	 0.010 	 22
122 	 -0.0 	 0.030 	 24
123 	 -0.0 	 0.170 	 25
124 	 -0.0 	 0.030 	 35
125 	 -0.0 	 0.200 	 36
126 	 -0.0 	 0.070 	 30
127 	 -0.0 	 0.150 	 21
128 	 0.0 	 0.020 	 34
129 	 -0.0 	 0.190 	 32
130 	 -0.0 	 0.160 	 35
131 	 -0.0 	 0.190 	 36
132 	 1.0 	 0.150 	 22
133 	 -0.0 	 0.100 	 32
134 	 -0.0 	 0.090 	 33
135 	 -0.0 	 0.020 	 27
136 	 -0.0 	 0.020 	 28
137 	 1.0 	 0.150 	 23
138 	 0.0 	 0.030 	 34
139 	 -0.0 	 0.090 	 35
140 	 -0.0 	 0.140 	 35
141 	 -0.0 	 0.140 	 23
142 	 -0.0 	 0.170 	 32
143 	 1.0 	 0.190 	 25
144 	 1.0 	 0.180 	 25
145 	 -0.0 	 0.010 	 27
146 	 -0.0 	 0.190 	 23
147 	 -0.0 	 0.070 	 26
148 	 -0.0 	 0.090 	 30
149 	 -0.0 	 0.180 	 26
150 	 -0.0 	 0.020 	 33
151 	 -0.0 	 0.040 	 33
152 	 -0.0 	 0.040 	 31
153 	 -0.0 	 0.090 	 25
154 	 -0.0 	 0.160 	 36
155 	 -0.0 	 0.130 	 26
156 	 1.0 	 0.020 	 23
157 	 -0.0 	 0.170 	 28
158 	 -0.0 	 0.150 	 36
159 	 -0.0 	 0.020 	 34
160 	 -0.0 	 0.160 	 27
161 	 -0.0 	 0.180 	 29
162 	 -0.0 	 0.110 	 30
163 	 -0.0 	 0.170 	 36
164 	 -0.0 	 0.080 	 26
165 	 1.0 	 0.120 	 22
166 	 -0.0 	 0.060 	 32
167 	 1.0 	 0.130 	 27
168 	 -0.0 	 0.170 	 27
169 	 -0.0 	 0.160 	 34
